Name ,Phone Number,Aadhaar card no,Age,DOB,Gender,Rural_Urban,Number of members in familty,Employment Status,Annual Income,Education,Region,Religion,Mother Tongue,Marital Status,Field of employment,Disease,Vaccination status,Infection,Digital connectivity
Tadeus,8780097230,6.179E+11,61,28-05-1960,1,1,6,1,2,1,Latur,Sikh,Telugu,0,Social Service,none,1,0,0
Juveriya,7657483236,5.53992E+11,73,19-07-1948,0,1,0,1,3,1,Beed,Hindu,Kannada,0,IT,none,2,1,1
Sentrell,8947405942,5.1099E+11,34,31-12-1987,1,1,4,1,2,1,Jalgaon,Sikh,English,0,Agriculture,none,1,0,0
Burtie,8267229555,9.47405E+11,26,02-04-1996,0,1,1,1,3,1,Gondia,Buddhism,Assamese,0,Art,none,0,0,0
Kalidasa,7049609152,6.42802E+11,45,02-02-1977,1,1,1,1,2,1,Wardha,Hindu,Marathi,0,Science and Technology,Asthma,1,1,1
Maybrie,7150515329,6.68114E+11,23,01-01-1999,0,1,4,0,2,1,Sindhurdurg,Sikh,Marathi,0,Unemployed,none,1,0,1
Peniel,7577707700,7.29537E+11,61,04-02-1961,1,1,4,1,1,1,Latur,Sikh,Assamese,0,Agriculture,none,0,0,1
Jazai,9647042351,6.08284E+11,26,08-11-1995,1,1,5,1,2,1,Parbhani,Hindu,Marathi,1,Communication,none,0,1,0
Jitander,7046721666,7.01825E+11,42,17-12-1979,1,1,4,1,3,1,Thane,Hindu,Tamil,0,Education,Blood Pressure,0,0,1
Deshala,8031159300,9.24459E+11,65,04-07-1956,0,1,1,1,2,1,Akola,Sikh,Marathi,0,Agriculture,none,1,1,1
Deashia,9361914539,7.25957E+11,75,31-01-1947,0,1,0,1,1,1,Gondia,Hindu,Marathi,1,Production,none,2,0,0
Alenda,7450185393,2.47095E+11,19,13-10-2002,0,1,6,0,3,1,Buldhana,Others,Gujarati,1,Unemployed,none,1,0,1
Alelia,8928529429,1.51651E+11,56,31-10-1965,0,1,2,1,2,1,Pune,Sikh,Gujarati,0,IT,none,1,0,0
Jesutofunmi,9460217564,2.04964E+11,56,14-01-1966,0,1,6,1,1,1,Thane,Jain,Gujarati,0,Education,none,1,1,1
Jaymi,8949170159,2.72743E+11,49,14-09-1972,0,1,1,1,2,1,Yavatmal,Hindu,Gujarati,0,Art,none,2,0,0
Nagaji,8330438761,2.59805E+11,71,23-07-1950,1,1,4,1,2,1,Buldhana,Hindu,Marathi,1,Agriculture,none,0,1,1
Ourtney,8584870776,5.89872E+11,43,02-07-1978,0,1,4,1,3,1,Sangli,Buddhism,Marathi,1,Self Employed,none,2,1,0
Thoris,9789041753,9.33458E+11,70,24-01-1952,0,1,5,1,1,1,Ahmednagar,Hindu,Marathi,1,Science and Technology,none,0,0,1
Nicos,8488391671,8.45597E+11,33,21-08-1988,1,1,3,1,2,1,Aurangabad,Hindu,Marathi,1,IT,none,1,1,1
Luisenrique,7311293390,4.48074E+11,70,21-01-1952,1,1,2,1,3,1,Dhule,Others,Tamil,1,Production,none,1,1,0
Livija,8349465191,4.2085E+11,34,04-01-1988,0,1,6,1,2,1,Thane,Hindu,Hindi,0,Agriculture,other,2,1,0
Dorrell,9548997784,1.76592E+11,41,08-04-1981,1,1,1,1,1,1,Dhule,Christian,Marathi,1,Education,none,0,0,1
Tymiesha,7432357691,9.37732E+11,58,04-03-1964,0,1,2,1,1,1,Bhandara,Sikh,Marathi,1,Self Employed,none,0,0,0
Fazaz,8275094771,2.75316E+11,20,29-11-2001,1,1,2,0,2,1,Latur,Sikh,Malayalam,1,Unemployed,none,2,0,0
Satyender,9666212956,2.32067E+11,73,27-03-1949,1,1,0,1,2,1,Mumbai Suburban,Christian,Marathi,0,Finance,Diabetes-2,1,0,1
Amrinder,7183239755,2.14231E+11,20,05-04-2002,1,1,6,1,2,1,Osmanabad,Sikh,Marathi,0,Finance,Asthma,1,0,1
Abdul-,8782562582,3.11883E+11,23,14-10-1998,1,1,0,1,1,1,Latur,Christian,Marathi,0,Education,none,0,1,0
Leitha,9517498091,1.96735E+11,55,18-03-1967,0,1,6,1,3,1,Ratnagiri,Sikh,Marathi,0,Social Service,none,1,0,1
Armend,9194357445,7.32621E+11,39,01-07-1982,1,1,0,1,2,1,Osmanabad,Others,English,1,Finance,none,0,1,1
Acey,8618747928,6.16752E+11,33,28-12-1988,1,1,3,1,1,1,Jalgaon,Hindu,Malayalam,1,Production,none,1,1,1
Reeyan,7126107226,3.71974E+11,69,24-10-1952,1,1,4,1,1,1,Gadchiroli,Christian,Tamil,1,Art,none,2,0,0
Corleone,7592886373,1.73317E+11,45,27-07-1976,1,1,3,0,1,1,Buldhana,Hindu,Punjabi,0,Unemployed,other,0,0,1
Janel,8923505144,9.53548E+11,73,05-12-1948,0,1,0,1,1,1,Raigad,Hindu,Gujarati,0,IT,none,1,0,1
Alixia,9160911558,2.06001E+11,19,12-09-2002,0,1,6,1,3,1,Palghar,Christian,Telugu,0,Education,none,1,1,1
Kamyjah,8774292135,4.7967E+11,30,25-04-1992,0,1,6,1,2,1,Wardha,Hindu,Marathi,1,Communication,none,0,0,0
Andalyn,9878628067,2.3434E+11,35,21-07-1986,0,1,3,1,3,1,Sangli,Hindu,Marathi,1,Social Service,none,1,1,0
Chhanoyar,7412203035,9.31667E+11,48,03-04-1974,1,1,0,1,2,1,Palghar,Hindu,Bengali,1,IT,none,1,0,0
Sanora,7965498625,5.9781E+11,28,06-04-1994,0,1,3,1,2,1,Jalgaon,Hindu,Punjabi,0,Art,none,0,1,1
Tequisha,8154013270,4.01891E+11,77,03-08-1944,0,1,3,1,3,1,Thane,Hindu,Gujarati,1,Self Employed,none,1,0,0
Maricelda,9938301472,7.47183E+11,38,20-06-1983,0,1,3,1,1,1,Jalgaon,Jain,Kannada,0,Social Service,none,2,0,0
Qadir,7138019734,7.80546E+11,56,08-04-1966,1,1,0,1,3,1,Yavatmal,Others,Gujarati,1,Communication,Artheritis,0,1,1
Arsad,9135247824,9.44254E+11,46,16-04-1976,1,1,6,1,2,1,Sindhurdurg,Hindu,Sanskrit,1,Business,none,1,1,1
Jacqueleen,8620899275,2.6856E+11,75,14-03-1947,0,1,5,1,2,1,Buldhana,Hindu,Hindi,1,Business,Diabetes-2,0,0,0
Shamay,7779685476,3.84245E+11,48,06-05-1973,0,1,2,1,2,1,Latur,Sikh,Malayalam,1,Art,none,2,0,0
Darrio,7328596082,8.99311E+11,26,22-11-1995,1,1,5,1,1,1,Buldhana,Hindu,Gujarati,0,IT,none,1,1,1
Maddee,9258464257,8.36019E+11,73,14-01-1949,0,1,3,1,2,1,Sangli,Muslim,Gujarati,1,Production,none,2,1,0
Ysabel,8204011149,4.6032E+11,38,14-07-1983,0,1,6,1,1,1,Jain,Others,Gujarati,1,Education,none,0,0,0
Eury,8638216945,3.8223E+11,36,10-05-1985,1,1,6,0,3,1,Palghar,Hindu,Hindi,0,Unemployed,none,1,0,0
Bradshaw,9503485622,6.18608E+11,20,07-03-2002,1,1,1,1,2,1,Hingoli,Hindu,Hindi,0,Finance,none,2,1,0
Joicy,8724668981,8.23947E+11,64,13-09-1957,0,1,5,1,1,1,Dhule,Muslim,Hindi,0,IT,none,2,0,1
Taneli,8241326921,9.04703E+11,65,06-04-1957,1,1,4,1,1,1,Raigad,Hindu,Gujarati,0,Social Service,none,0,0,1
Mahometus,7242535414,4.97422E+11,34,14-08-1987,1,1,1,1,2,1,Mumbai City,Buddhism,Marathi,0,IT,none,0,1,0
Soniqua,9690136053,8.74221E+11,80,17-01-1942,0,1,1,1,1,1,Akola,Christian,Odia,0,Education,none,2,0,1
Jamiley,8272209045,5.21277E+11,77,05-07-1944,0,1,3,1,3,1,Ahmednagar,Hindu,Sanskrit,0,Science and Technology,none,1,0,0
Marrin,9671505497,4.16191E+11,22,22-05-1999,0,1,3,1,2,1,Dhule,Hindu,Odia,1,IT,none,0,0,1
Lashina,7766474495,7.0531E+11,79,18-12-1942,0,1,6,1,1,1,Mumbai City,Others,Sanskrit,1,Social Service,none,1,1,1
Raashida,7502506771,8.42327E+11,64,24-12-1957,0,1,2,1,2,1,Ratnagiri,Hindu,Tamil,0,Social Service,other,1,1,1
Miyo,7270092036,7.69171E+11,74,24-04-1948,0,1,2,1,2,1,Buldhana,Muslim,Marathi,1,Social Service,Artheritis,0,1,1
Vencel,7976980607,2.70823E+11,40,21-11-1981,1,1,6,1,3,1,Gadchiroli,Hindu,Odia,0,Art,none,2,0,1
Norelis,7636865730,8.07478E+11,68,02-02-1954,0,1,4,1,3,1,Nagpur,Christian,Marathi,0,Education,none,1,0,1
Nadin,8865337308,7.09137E+11,28,19-05-1993,0,1,2,0,1,1,Wardha,Hindu,Marathi,0,Unemployed,Cancer,2,1,1
Madelen,8856083355,7.35039E+11,66,24-04-1956,0,1,2,1,3,1,Latur,Jain,Marathi,1,Education,Asthma,1,1,0
Madgelene,9935819869,4.7362E+11,55,15-07-1966,0,1,1,1,2,1,Raigad,Sikh,Marathi,0,Social Service,none,1,0,0
Disaya,7504537686,4.8797E+11,64,19-11-1957,0,1,4,1,2,1,Sindhurdurg,Muslim,Bengali,1,Finance,Asthma,0,0,1
Oryn,8620887930,7.2381E+11,49,05-06-1972,1,1,6,1,3,1,Thane,Hindu,Bengali,1,Science and Technology,none,1,1,1
Godrick,8440057835,4.97413E+11,70,23-03-1952,1,1,6,1,2,1,Mumbai City,Sikh,Tamil,1,Self Employed,none,1,0,1
Hazelmarie,7579829892,4.08925E+11,48,10-02-1974,0,1,2,0,3,1,Pune,Hindu,Hindi,0,Unemployed,none,0,0,0
Rhianu,7058766884,9.49278E+11,75,30-09-1946,0,1,3,0,2,1,Gondia,Hindu,Marathi,1,Unemployed,other,2,1,1
Ruella,8656347107,6.25943E+11,53,27-06-1968,0,1,6,1,2,1,Thane,Hindu,Marathi,1,Communication,none,0,0,1
Evarose,8070187272,2.93176E+11,52,07-08-1969,0,0,4,1,1,1,Osmanabad,Hindu,Gujarati,1,Self Employed,none,2,0,1
Jveon,8921992057,4.76809E+11,75,01-04-1947,1,0,3,1,1,1,Ahmednagar,Muslim,Tamil,1,Business,none,0,1,0
Ayal,9302933196,4.10297E+11,36,24-05-1985,1,0,1,0,1,1,Pune,Others,Kannada,0,Unemployed,none,1,0,0
Yaralis,7854919552,5.00896E+11,47,28-02-1975,0,0,1,1,2,0,Osmanabad,Christian,Marathi,1,IT,none,0,0,0
Cicero,7348432341,9.28597E+11,69,05-05-1953,1,0,4,1,2,1,Amravati,Hindu,Marathi,1,Finance,none,2,0,1
Petteri,8179325522,5.74665E+11,57,05-01-1965,1,0,1,1,1,0,Sangli,Hindu,Assamese,0,Self Employed,other,2,0,0
Samiha,7268170449,7.30042E+11,64,29-07-1957,0,0,2,1,1,1,Chandrapur,Hindu,Malayalam,0,Social Service,none,2,0,0
Reyden,9764727727,6.05724E+11,70,28-09-1951,1,0,5,0,2,0,Akola,Hindu,Hindi,0,Unemployed,none,1,1,1
Meesh,9832453458,8.62248E+11,41,25-06-1980,0,0,5,1,2,1,Palghar,Hindu,Marathi,0,IT,none,2,0,0
Rewan,9084414628,5.92367E+11,51,14-01-1971,1,0,1,1,1,1,Aurangabad,Hindu,Marathi,1,Education,none,0,0,1
Lonita,7811079388,4.37424E+11,66,23-12-1955,0,0,5,1,1,0,Satara,Hindu,Marathi,1,Education,none,0,0,1
James-jnr,9125484559,1.65467E+11,22,28-11-1999,1,0,1,1,1,0,Washim,Others,Gujarati,0,Business,none,1,0,1
Hazaiah,9420992167,1.53266E+11,44,13-09-1977,1,0,7,1,2,1,Washim,Christian,Hindi,1,Self Employed,none,1,0,1
Adad,7847449601,6.22516E+11,48,15-05-1973,1,0,7,1,1,0,Nagpur,Hindu,Hindi,1,Self Employed,none,1,1,0
Chaze,9001881600,9.83585E+11,78,18-01-1944,1,0,4,1,1,0,Chandrapur,Others,Tamil,1,Science and Technology,none,2,1,0
Mien,7341423866,6.67859E+11,50,03-10-1971,0,0,3,0,1,1,Sindhurdurg,Others,Telugu,1,Unemployed,none,1,0,0
Ryanjacob,8405499416,5.51658E+11,47,01-01-1975,1,0,4,1,1,0,Parbhani,Hindu,Hindi,1,IT,none,0,1,0
Phillisa,7607431317,4.31801E+11,26,12-12-1995,0,0,1,1,2,0,Akola,Hindu,Gujarati,1,Finance,none,2,0,1
Jeorgia,9453155532,8.38834E+11,44,15-09-1977,0,0,5,1,1,1,Thane,Hindu,Bengali,0,Education,none,1,0,0
Abigayl,9128135024,4.57334E+11,52,13-11-1969,0,0,2,1,2,0,Hingoli,Hindu,Hindi,1,IT,none,2,1,1
Sahaira,9936005577,7.15725E+11,39,04-04-1983,0,0,3,1,1,1,Washim,Jain,English,1,Production,none,1,0,1
Mattisen,8608079428,9.15079E+11,74,21-08-1947,0,0,2,1,1,0,Kolhapur,Hindu,Marathi,0,Communication,none,1,1,1
Pamlyn,7505669999,6.28104E+11,45,26-09-1976,0,0,0,1,2,1,Aurangabad,Hindu,Hindi,1,Agriculture,none,0,1,0
Dazhia,9459551611,4.03432E+11,63,08-10-1958,0,0,1,1,2,0,Mumbai Suburban,Hindu,Malayalam,0,IT,Blood Pressure,1,1,1
Keundre,7832792468,4.64716E+11,20,13-10-2001,1,0,0,1,1,0,Nanded,Hindu,Marathi,1,Social Service,none,2,0,1
Daylani,8182087375,5.48803E+11,30,21-10-1991,0,0,1,0,1,1,Sangli,Muslim,Marathi,1,Unemployed,none,0,1,1
Terynn,8809804640,6.53565E+11,41,31-05-1980,0,0,2,1,2,0,Gadchiroli,Others,Marathi,0,Art,none,2,1,1
Gautier,9234570284,5.0318E+11,81,01-12-1940,1,0,6,1,1,1,Jain,Hindu,Gujarati,1,Art,none,1,1,0
Matix,9346613387,4.2978E+11,22,07-08-1999,1,0,3,1,1,1,Amravati,Hindu,English,1,Science and Technology,none,0,1,1
Paytyn,9464630384,4.54209E+11,27,25-11-1994,0,0,7,1,1,0,Raigad,Hindu,Marathi,1,Art,Artheritis,2,0,1
Jiram,9410630986,4.02606E+11,53,08-05-1968,1,0,5,1,2,0,Nanded,Buddhism,Malayalam,0,Agriculture,other,0,0,1
Jenali,7198032165,1.80056E+11,23,05-10-1998,0,0,2,0,2,1,Wardha,Hindu,Hindi,0,Unemployed,none,1,0,0
Raniyha,7154329219,1.47197E+11,66,24-08-1955,0,0,4,1,1,0,Gadchiroli,Hindu,Marathi,1,Art,none,0,0,0
Leanah,7453764569,2.20233E+11,24,21-01-1998,0,0,5,1,2,0,Gondia,Hindu,Bengali,0,Education,none,0,1,0
Taishon,7562403493,5.6466E+11,46,19-07-1975,1,0,2,0,2,0,Satara,Hindu,Bengali,0,Unemployed,none,0,0,1
Ralen,9786094391,8.26498E+11,55,15-08-1966,1,0,4,1,2,0,Dhule,Hindu,Marathi,0,IT,none,1,0,0
Harley,8060507265,2.0198E+11,80,18-11-1941,3,0,6,1,2,0,Ratnagiri,Buddhism,Marathi,0,IT,none,2,0,1
Jacolby,9435432664,8.68588E+11,24,09-12-1997,1,0,1,1,1,1,Chandrapur,Christian,Assamese,1,Social Service,none,2,1,1
Dredan,7989897518,5.67622E+11,55,13-09-1966,1,0,7,1,1,0,Nanded,Muslim,Marathi,1,Art,none,1,0,1
Chineme,8111162183,1.52765E+11,33,13-07-1988,0,0,7,0,2,1,Satara,Hindu,Marathi,0,Unemployed,none,2,0,1
Vanshon,7593649007,4.83151E+11,44,24-08-1977,1,0,4,1,2,0,Yavatmal,Hindu,Marathi,0,IT,none,1,0,0
Hope,7136302680,9.33347E+11,19,19-05-2002,0,0,4,1,2,0,Beed,Hindu,Hindi,1,Self Employed,none,0,1,0
Tasheem,9120740097,6.64935E+11,45,21-10-1976,1,0,0,0,2,0,Dhule,Hindu,Hindi,0,Unemployed,none,1,0,1
Raelin,9070688337,5.36781E+11,53,03-11-1968,0,0,6,1,1,1,Buldhana,Hindu,Odia,0,Art,none,1,0,0
Anrew,7925250128,1.7452E+11,48,04-11-1973,1,0,6,0,1,1,Sindhurdurg,Hindu,Gujarati,1,Unemployed,none,2,1,1
Paeyton,7296336649,3.65853E+11,38,05-09-1983,0,0,4,1,2,1,Palghar,Hindu,Marathi,1,Science and Technology,none,2,0,0
Cadarius,8648549005,1.10782E+11,64,22-01-1958,1,0,2,1,1,0,Nagpur,Hindu,English,1,Communication,none,0,0,1
Dalayni,7934301815,9.06692E+11,50,28-07-1971,0,0,6,0,2,1,Solapur,Hindu,Sanskrit,1,Unemployed,none,0,0,0
Azury,9589272037,1.06245E+11,55,04-11-1966,0,0,7,0,1,1,Nanded,Muslim,Sanskrit,0,Unemployed,Diabetes-2,0,0,0
Cianan,8927966660,6.75603E+11,64,15-04-1958,1,0,7,1,1,0,Washim,Jain,English,0,Self Employed,none,0,1,0
Mellanie,7888458304,1.77265E+11,81,27-01-1941,0,0,6,1,2,0,Akola,Hindu,Gujarati,0,Self Employed,none,1,1,0
Marialuiza,8754167221,1.15062E+11,55,22-08-1966,0,0,7,0,2,1,Pune,Jain,Marathi,0,Unemployed,none,0,0,1
Zoroaster,9477548157,7.91758E+11,32,09-08-1989,1,0,4,0,1,0,Ahmednagar,Hindu,Marathi,1,Unemployed,none,2,1,1
Dkhari,7407125584,1.57915E+11,51,23-11-1970,1,0,5,1,2,0,Solapur,Hindu,Gujarati,1,Science and Technology,none,1,0,0
Brayanna,9984177388,8.70624E+11,79,10-05-1943,0,0,4,0,1,1,Pune,Hindu,Assamese,0,Unemployed,none,1,1,0
Mccade,7073126170,5.00142E+11,42,23-08-1979,1,0,6,1,2,1,Buldhana,Hindu,Assamese,1,Social Service,none,1,1,1
Taksh,9701741064,1.84146E+11,69,06-03-1953,1,0,4,1,1,1,Gadchiroli,Hindu,Punjabi,0,Social Service,none,2,1,1
Ramont,8211717520,2.98965E+11,25,24-02-1997,1,0,3,0,2,1,Aurangabad,Hindu,Hindi,1,Unemployed,none,2,0,1
Daniaya,7266354202,6.28215E+11,53,05-08-1968,0,0,3,0,2,1,Nagpur,Hindu,Hindi,1,Unemployed,none,1,0,1
Hephaestus,9281911294,1.71185E+11,58,24-10-1963,1,0,0,0,2,0,Palghar,Others,Marathi,0,Unemployed,none,1,0,1
Saicharan,7921271921,2.677E+11,49,25-11-1972,1,0,2,1,1,1,Kolhapur,Jain,Punjabi,0,Social Service,none,0,0,0
Michaeljames,9060332515,9.83035E+11,66,01-12-1955,1,0,6,1,2,0,Jalgaon,Muslim,Kannada,0,Agriculture,other,2,0,1
Claria,7167686437,8.33979E+11,34,15-08-1987,0,0,1,1,2,0,Akola,Hindu,Hindi,0,Art,none,0,0,1
Aigne,8543294000,4.85544E+11,20,02-02-2002,0,0,3,0,2,0,Raigad,Jain,Assamese,0,Unemployed,none,1,0,1
Fadeelah,9722912402,5.6515E+11,56,21-11-1965,0,0,7,1,1,0,Yavatmal,Hindu,English,1,Business,none,1,0,0
Alymuhammad,8168721337,8.84357E+11,73,09-07-1948,1,0,6,1,2,0,Chandrapur,Sikh,Marathi,0,Finance,none,0,1,1
Shani,9482837516,7.33189E+11,34,20-09-1987,0,0,2,1,2,0,Pune,Christian,Tamil,1,Finance,none,2,0,0
Chene,9037761307,5.71684E+11,48,01-03-1974,0,0,1,1,1,0,Satara,Sikh,Marathi,1,Social Service,none,2,1,0
Yzabella,7586066649,4.53657E+11,75,11-01-1947,0,0,2,1,2,0,Raigad,Muslim,Telugu,1,Communication,none,1,0,1
Shaniki,7273084040,6.73936E+11,73,31-05-1948,0,0,1,1,2,0,Buldhana,Buddhism,Punjabi,0,Education,none,1,1,1
Deanda,9269060831,2.98542E+11,52,24-09-1969,0,0,5,0,2,0,Bhandara,Buddhism,Hindi,0,Unemployed,none,2,0,1
Luise,7981966909,7.46001E+11,44,28-02-1978,0,0,6,1,2,0,Yavatmal,Hindu,Marathi,0,IT,none,1,1,1
Joga,9412276176,1.87757E+11,57,11-04-1965,0,0,2,1,1,0,Hingoli,Sikh,Hindi,0,Social Service,none,1,1,0
Kailib,7553044941,9.9298E+11,35,24-04-1987,1,0,0,1,1,0,Jalgaon,Hindu,Marathi,1,Education,none,2,1,1
Everline,7014872356,7.96673E+11,55,11-01-1967,0,0,3,1,2,0,Washim,Hindu,Bengali,1,IT,none,1,1,1
Thorald,8970600611,8.06409E+11,33,08-06-1988,1,0,1,1,1,1,Buldhana,Sikh,Tamil,1,Social Service,Diabetes-2,2,0,1
Ruhaan,7274563456,4.28752E+11,81,08-05-1941,1,0,1,1,1,0,Jalgaon,Hindu,Hindi,1,Education,none,2,0,1
Leilene,8466194800,2.36148E+11,38,08-06-1983,0,0,2,1,1,1,Ahmednagar,Muslim,Odia,1,Social Service,none,0,1,1
Laqresha,8027932113,8.9075E+11,25,19-05-1996,0,0,6,0,2,0,Pune,Hindu,Hindi,1,Unemployed,none,0,0,0
Boden,7269892456,1.8448E+11,49,15-03-1973,1,0,6,1,1,1,Thane,Hindu,Sanskrit,1,IT,none,2,1,0
Prisma,9543103620,2.35928E+11,46,01-10-1975,0,0,0,1,1,1,Nanded,Buddhism,Hindi,0,Education,none,2,0,0
Dilana,7307960642,8.30761E+11,30,24-01-1992,0,0,7,1,1,0,Kolhapur,Others,Hindi,0,Social Service,none,2,1,0
Ginny,7805589184,4.20776E+11,52,17-01-1970,0,0,6,1,1,1,Sangli,Hindu,Marathi,1,Self Employed,none,2,0,1
Carly-ann,8634930299,3.71225E+11,65,16-07-1956,0,0,5,1,2,1,Palghar,Hindu,Gujarati,0,Agriculture,none,0,0,0
Amilcare,7412809100,1.16902E+11,81,17-11-1940,1,0,6,1,1,1,Aurangabad,Others,English,1,IT,none,1,0,1
Jaber,7580594089,3.31074E+11,65,13-08-1956,1,0,5,1,2,0,Jain,Buddhism,Marathi,1,Science and Technology,none,2,0,1
Donitra,8027181080,4.81061E+11,63,04-04-1959,0,0,5,1,2,1,Dhule,Sikh,Marathi,0,Science and Technology,Cancer,2,0,0
Glynda,9699299146,8.56005E+11,28,14-06-1993,0,0,3,1,1,1,Nanded,Hindu,English,0,Self Employed,Diabetes-2,1,1,1
Sarette,8338230197,5.61058E+11,82,02-04-1940,0,0,4,0,2,1,Parbhani,Hindu,Marathi,1,Unemployed,none,0,1,1
Qualin,8600840913,4.40393E+11,34,16-02-1988,1,0,2,1,2,1,Sindhurdurg,Muslim,English,0,Production,none,0,0,1
Dayse,9066943236,1.87429E+11,59,03-12-1962,0,0,0,1,1,1,Amravati,Hindu,Tamil,1,Self Employed,none,2,0,0
Rafik,8517729458,7.60838E+11,71,15-05-1950,1,0,3,1,1,1,Amravati,Hindu,Punjabi,1,Communication,none,1,0,0
Annaliya,8415176434,2.09435E+11,78,09-08-1943,0,0,0,1,2,1,Buldhana,Buddhism,Assamese,0,Social Service,none,0,0,0
Fezaan,7055267893,6.47939E+11,59,16-04-1963,1,0,5,1,2,1,Palghar,Hindu,Marathi,0,Social Service,none,1,1,0
Maily,8173380299,4.43633E+11,31,24-07-1990,0,0,5,1,2,1,Gondia,Hindu,Gujarati,0,Self Employed,none,2,1,1
Kyron-shogun,8942978612,2.60054E+11,79,19-04-1943,1,0,7,1,2,0,Mumbai City,Hindu,Marathi,1,Production,none,0,0,0
Waldon,9125254018,6.63225E+11,23,25-01-1999,1,0,5,1,2,0,Beed,Hindu,Gujarati,0,Self Employed,none,1,0,1
Sammi-jo,8981692245,3.1669E+11,76,07-10-1945,0,0,1,1,1,0,Parbhani,Buddhism,Marathi,1,Science and Technology,none,1,0,1
Yuan,9520514821,4.49328E+11,67,21-12-1954,1,0,1,1,1,0,Ratnagiri,Hindu,Marathi,0,Production,Asthma,1,0,1
Charnell,9910535874,2.97956E+11,45,06-01-1977,0,0,4,0,1,1,Mumbai Suburban,Hindu,Hindi,0,Unemployed,none,1,0,0
Tegwen,8469333371,7.39109E+11,38,01-03-1984,0,0,4,1,1,0,Satara,Hindu,Marathi,1,Finance,Artheritis,1,1,1
Mahkaylah,8010189905,6.15747E+11,19,22-12-2002,0,0,3,1,2,1,Nagpur,Hindu,Marathi,1,Art,none,2,0,1
Lismari,9101974552,7.07912E+11,34,31-07-1987,0,0,0,1,2,0,Thane,Buddhism,Sanskrit,1,Communication,none,0,0,1
Aleni,7299704179,7.9589E+11,63,02-02-1959,0,0,7,1,1,1,Buldhana,Hindu,Gujarati,0,Social Service,Cancer,1,0,0
Shenique,9038996060,7.13426E+11,36,16-03-1986,0,0,3,0,1,1,Palghar,Hindu,Assamese,1,Unemployed,none,1,0,0
Berish,7332491134,7.19486E+11,28,29-03-1994,1,0,7,0,1,1,Hingoli,Buddhism,Hindi,1,Unemployed,none,2,1,1
Jaylie,7143710660,5.86324E+11,46,17-05-1975,0,0,7,0,2,1,Pune,Muslim,Gujarati,1,Unemployed,other,2,0,0
Alisha-leigh,7313057284,4.80117E+11,74,11-12-1947,0,0,1,1,1,0,Buldhana,Muslim,Tamil,0,IT,none,1,0,1
Sarah-lee,9615485043,2.44132E+11,58,25-11-1963,0,0,1,1,2,0,Ahmednagar,Others,Marathi,1,Self Employed,none,0,0,1
Jerron,9642016648,7.64639E+11,29,27-01-1993,1,0,4,1,2,0,Washim,Hindu,Marathi,0,Education,none,0,1,0
Jahdir,7967120203,1.52979E+11,67,12-09-1954,1,0,2,1,1,1,Sindhurdurg,Hindu,Hindi,0,Education,none,2,0,1
Chukwuemeka,9350077167,5.57829E+11,68,15-06-1953,1,0,1,1,2,0,Amravati,Hindu,Hindi,1,Self Employed,none,2,1,0
Jaryn,7800217542,3.90076E+11,48,18-01-1974,1,0,3,1,1,1,Wardha,Others,Marathi,1,Social Service,none,2,0,1
Tisiphone,9129694404,8.52209E+11,53,10-01-1969,0,0,0,1,1,0,Ahmednagar,Jain,Gujarati,0,Production,none,1,1,1
Tamerick,8224077297,6.66329E+11,81,24-01-1941,1,0,6,1,1,0,Raigad,Hindu,Hindi,0,Social Service,none,1,0,0
Jyoty,9858854044,6.98183E+11,71,22-04-1951,0,0,0,0,1,1,Beed,Hindu,Marathi,1,Unemployed,none,0,1,0
Kashandra,8556353625,4.32448E+11,26,10-11-1995,0,0,7,1,2,0,Thane,Hindu,English,0,Finance,none,1,0,1
Sholem,7700914257,4.658E+11,47,14-01-1975,1,0,2,1,2,1,Sindhurdurg,Hindu,Marathi,0,Self Employed,Artheritis,1,1,0
Homar,8377963779,4.35695E+11,25,07-02-1997,1,0,1,1,1,1,Mumbai Suburban,Hindu,Hindi,0,Science and Technology,none,1,1,1
Cashus,7914570956,7.7362E+11,65,20-12-1956,1,0,5,1,2,0,Jain,Muslim,Marathi,0,Production,none,0,1,0
Antwand,9671509984,1.99961E+11,55,02-02-1967,1,0,5,0,2,0,Sangli,Hindu,Malayalam,0,Unemployed,none,2,0,1
Akhil,8358321592,2.80463E+11,22,11-04-2000,1,0,1,1,2,0,Chandrapur,Christian,English,0,Social Service,none,0,1,0
Raisa,9849581741,6.12042E+11,39,30-09-1982,0,0,1,0,1,1,Dhule,Jain,Hindi,1,Unemployed,none,1,1,1
Vittore,9459847224,2.28501E+11,60,22-10-1961,1,0,3,1,2,1,Amravati,Hindu,English,0,Finance,none,1,1,1
Jessalin,7231347043,8.10888E+11,40,25-02-1982,0,0,5,1,1,0,Hingoli,Hindu,Marathi,1,Self Employed,none,1,0,1
Roberta-jane,8992187951,7.81211E+11,68,23-06-1953,0,0,2,1,1,1,Thane,Muslim,Kannada,0,Education,Diabetes-2,1,0,1
Dlilah,7502650998,2.57503E+11,33,31-07-1988,0,0,4,1,2,0,Nagpur,Hindu,Marathi,0,IT,none,0,0,0
Tawnee,8751351173,8.52919E+11,80,03-08-1941,0,0,2,1,1,1,Buldhana,Hindu,Tamil,0,IT,none,0,1,1
